Left IR,Front IR,Right IR,Angle,Throttle
1000,244,1000,135,1
1000,244,1000,135,1
1000,235,1000,135,1
1000,226,1000,135,1
1000,235,1000,135,1
1000,177,249,135,1
1000,226,1000,135,1
1000,224,1000,135,1
1000,226,1000,135,1
1000,224,1000,135,1
1000,218,1000,135,1
1000,214,1000,135,1
1000,167,1000,135,1
1000,208,1000,135,1
1000,208,1000,135,1
1000,206,232,135,1
1000,208,1000,135,1
1000,200,1000,135,1
1000,200,1000,135,1
1000,192,1000,135,1
1000,192,1000,135,1
1000,195,1000,135,1
1000,183,1000,135,1
1000,180,1000,135,1
1000,180,1000,135,1
1000,138,1000,135,1
1000,146,244,135,1
1000,112,1000,135,1
1000,94,1000,135,1
1000,105,1000,135,1
1000,106,1000,135,1
1000,103,1000,135,1
1000,99,1000,135,1
1000,99,1000,135,1
1000,81,1000,135,1
1000,74,1000,135,1
1000,73,1000,135,1
1000,72,1000,135,1
1000,72,1000,135,1
1000,57,1000,135,1
1000,63,1000,135,1
1000,57,1000,135,1
1000,56,1000,135,1
1000,53,1000,135,1
1000,52,1000,135,1
1000,50,1000,135,1
1000,49,1000,135,1
1000,48,1000,135,1
1000,48,1000,135,1
1000,46,1000,135,1
1000,45,1000,135,1
1000,44,1000,135,1
1000,43,1000,135,1
1000,43,1000,135,1
1000,40,1000,135,1
1000,41,1000,135,1
1000,41,1000,135,1
281,40,1000,135,1
275,37,1000,135,1
220,37,1000,135,1
235,38,1000,135,1
140,38,1000,135,1
195,38,1000,135,1
220,37,1000,135,1
1000,37,1000,135,1
1000,37,1000,135,1
1000,37,1000,135,1
1000,37,1000,135,1
1000,37,1000,135,1
1000,38,1000,135,1
1000,38,1000,135,1
1000,41,1000,135,1
1000,41,1000,135,1
1000,50,1000,135,1
1000,52,1000,135,1
1000,95,1000,135,1
1000,208,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,0,196,135,1
1000,1000,196,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
196,1000,1000,135,1
260,1000,1000,135,1
216,1000,1000,135,1
206,1000,1000,135,1
212,1000,1000,135,1
205,0,1000,135,1
156,1000,1000,135,1
152,1000,1000,135,1
82,1000,1000,135,1
72,0,1000,135,1
51,1000,1000,135,1
49,1000,1000,135,1
41,1000,1000,135,1
41,1000,210,135,1
37,1000,1000,135,1
36,1000,1000,135,1
35,1000,1000,135,1
35,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
38,1000,1000,135,1
48,1000,1000,135,1
49,1000,1000,135,1
49,1000,205,135,1
49,1000,1000,135,1
49,1000,1000,135,1
42,1000,1000,135,1
42,1000,1000,135,1
39,1000,1000,135,1
39,1000,1000,135,1
35,1000,1000,135,1
36,1000,1000,135,1
35,1000,1000,135,1
35,1000,1000,135,1
36,1000,1000,135,1
36,1000,193,135,1
37,1000,1000,135,1
37,1000,1000,135,1
40,1000,1000,135,1
40,1000,1000,135,1
45,-31885,1000,135,1
45,1000,1000,135,1
49,1000,1000,135,1
49,1000,1000,135,1
50,1000,1000,135,1
52,1000,1000,135,1
56,1000,1000,135,1
54,1000,1000,135,1
60,1000,1000,135,1
60,1000,1000,135,1
60,1000,1000,135,1
60,1000,1000,135,1
61,1000,1000,135,1
61,1000,1000,135,1
61,1000,1000,135,1
61,1000,1000,135,1
62,1000,1000,135,1
62,1000,1000,135,1
62,1000,1000,135,1
61,1000,1000,135,1
65,1000,1000,135,1
64,1000,1000,135,1
69,1000,1000,135,1
70,1000,1000,135,1
70,1000,1000,135,1
69,1000,192,135,1
69,-31885,1000,135,1
68,1000,1000,135,1
67,1000,1000,135,1
68,1000,1000,135,1
68,1000,1000,135,1
68,1000,190,135,1
63,1000,1000,135,1
67,1000,1000,135,1
66,1000,1000,135,1
66,1000,1000,135,1
63,1000,1000,135,1
63,1000,1000,135,1
56,1000,1000,135,1
58,1000,1000,135,1
57,1000,1000,135,1
58,1000,192,135,1
53,1000,1000,135,1
55,1000,1000,135,1
49,1000,1000,135,1
51,1000,1000,135,1
47,1000,1000,135,1
47,0,1000,135,1
46,1000,192,135,1
46,1000,1000,135,1
45,1000,1000,135,1
44,1000,1000,135,1
40,1000,1000,135,1
39,1000,1000,135,1
34,1000,183,135,1
34,1000,1000,135,1
34,1000,1000,135,1
34,1000,1000,135,1
37,1000,1000,135,1
37,1000,1000,135,1
41,1000,1000,135,1
41,1000,1000,135,1
47,1000,1000,135,1
49,1000,1000,135,1
86,1000,1000,135,1
94,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,179,135,1
1000,1000,1000,135,1
1000,0,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,0,1000,135,1
1000,1000,294,135,1
1000,1000,180,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,237,135,1
0,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,298,135,1
1000,1000,179,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,0,1000,135,1
1000,1000,180,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,0,1000,135,1
1000,1000,1000,135,1
1000,1000,181,135,1
1000,0,1000,135,1
1000,1000,284,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,1000,135,1
1000,1000,175,135,1
1000,1000,288,135,1
1000,1000,298,135,1
1000,1000,291,135,1
1000,1000,275,135,1
1000,1000,275,135,1
1000,0,281,135,1
