Left IR,Front IR,Right IR,Angle,Throttle
1000,210,1000,135,1
1000,214,1000,135,1
-31885,206,1000,135,1
1000,214,1000,135,1
1000,216,0,135,1
1000,222,1000,135,1
1000,216,1000,135,1
-31885,159,0,135,1
1000,208,1000,135,1
1000,198,1000,135,1
1000,198,1000,135,1
1000,179,1000,135,1
1000,164,1000,135,1
1000,147,1000,135,1
0,146,1000,135,1
212,140,1000,135,1
166,141,1000,135,1
116,127,1000,135,1
125,130,1000,135,1
127,131,1000,135,1
129,134,1000,135,1
127,137,1000,135,1
127,137,1000,135,1
113,137,1000,135,1
108,122,1000,135,1
108,132,1000,135,1
109,123,1000,135,1
83,101,1000,135,1
95,109,1000,135,1
99,110,1000,135,1
79,95,-31885,135,1
74,91,1000,135,1
74,90,1000,135,1
60,78,1000,135,1
60,77,1000,135,1
84,95,1000,135,1
68,84,1000,135,1
82,93,1000,135,1
69,82,1000,135,1
87,93,1000,135,1
77,88,1000,135,1
107,104,1000,135,1
104,103,1000,135,1
156,121,1000,135,1
222,131,1000,135,1
1000,201,1000,135,1
1000,133,1000,135,1
1000,187,1000,135,1
1000,92,1000,135,1
1000,99,1000,135,1
1000,165,1000,135,1
1000,132,1000,135,1
1000,134,1000,180,1
1000,150,1000,180,1
1000,170,1000,180,1
1000,116,0,180,1
1000,107,1000,180,1
1000,99,1000,180,1
1000,154,1000,135,1
1000,112,1000,135,1
1000,154,1000,180,1
1000,96,1000,180,1
205,119,0,180,1
132,82,1000,180,1
109,80,1000,180,1
91,109,1000,180,1
91,125,1000,180,1
96,111,1000,180,1
111,121,1000,180,1
105,120,1000,180,1
134,127,1000,180,1
118,120,0,180,1
1000,112,1000,180,1
1000,111,1000,180,1
1000,51,1000,180,1
1000,45,1000,180,1
1000,45,1000,180,1
1000,45,1000,180,1
1000,82,1000,180,1
1000,42,1000,180,1
142,53,1000,180,1
135,50,1000,180,1
132,56,1000,180,1
132,59,1000,180,1
130,66,1000,180,1
126,69,1000,180,1
121,111,1000,180,1
121,111,1000,180,1
115,206,1000,180,1
108,1000,1000,180,1
105,203,1000,135,1
105,214,1000,135,1
99,239,1000,135,1
99,1000,1000,135,1
97,224,1000,180,1
97,187,1000,180,1
96,177,1000,180,1
91,198,1000,180,1
92,165,1000,180,1
88,272,1000,180,1
68,134,1000,180,1
64,121,1000,180,1
63,118,1000,180,1
61,114,1000,180,1
55,112,1000,180,1
51,110,1000,180,1
41,94,1000,180,1
41,134,1000,180,1
35,95,1000,180,1
34,201,-31885,180,1
34,193,1000,135,1
1000,66,1000,135,1
1000,62,-31885,180,1
1000,66,1000,180,1
1000,68,0,180,1
170,1000,1000,180,1
167,1000,1000,180,1
146,1000,0,180,1
141,1000,1000,180,1
132,1000,-31885,180,1
133,1000,1000,180,1
126,1000,1000,180,1
131,1000,1000,180,1
119,1000,1000,180,1
116,1000,1000,135,1
118,1000,1000,135,1
118,1000,1000,135,1
118,1000,1000,135,1
101,1000,1000,135,1
96,1000,1000,135,1
82,1000,1000,180,1
80,1000,0,180,1
75,1000,1000,180,1
74,0,1000,180,1
74,0,1000,180,1
72,1000,1000,180,1
69,1000,1000,180,1
68,1000,-31885,180,1
66,1000,1000,180,1
64,0,1000,180,1
61,1000,1000,180,1
60,1000,0,180,1
61,1000,1000,180,1
61,1000,1000,180,1
58,1000,1000,135,1
59,1000,1000,135,1
57,281,1000,135,1
54,1000,1000,135,1
53,1000,1000,180,1
53,1000,1000,180,1
51,1000,-31885,180,1
50,1000,-31885,180,1
49,1000,1000,180,1
49,-31885,1000,180,1
46,1000,1000,180,1
46,1000,1000,180,1
45,1000,-31885,180,1
45,1000,1000,180,1
43,1000,0,180,1
42,1000,0,180,1
43,0,1000,180,1
42,1000,1000,180,1
41,1000,1000,180,1
41,1000,1000,180,1
41,1000,1000,180,1
41,1000,1000,180,1
41,1000,1000,180,1
41,1000,1000,180,1
40,1000,1000,180,1
41,1000,1000,180,1
40,1000,1000,180,1
39,1000,1000,180,1
39,1000,1000,180,1
39,1000,1000,180,1
38,1000,1000,180,1
38,1000,1000,180,1
38,1000,1000,180,1
37,1000,1000,180,1
37,1000,1000,180,1
37,1000,1000,180,1
36,1000,0,135,1
37,1000,1000,135,1
36,1000,1000,135,1
36,1000,1000,135,1
36,1000,1000,135,1
36,1000,1000,135,1
36,1000,1000,135,1
36,1000,1000,135,1
36,1000,1000,135,1
35,1000,1000,180,1
36,1000,-31885,180,1
36,1000,1000,135,1
1000,222,0,135,1
1000,220,1000,135,1
1000,237,1000,135,1
1000,222,1000,135,1
1000,222,1000,135,1
1000,228,1000,135,1
1000,222,1000,135,1
1000,214,1000,135,1
1000,216,1000,135,1
1000,208,1000,135,1
0,195,1000,135,1
1000,179,1000,135,1
1000,173,0,135,1
1000,159,1000,135,1
1000,156,1000,135,1
184,142,0,135,1
162,141,1000,135,1
110,134,1000,135,1
138,134,-31885,135,1
78,127,1000,135,1
86,127,1000,135,1
74,127,1000,135,1
85,125,1000,135,1
74,113,1000,135,1
66,114,1000,135,1
67,105,1000,135,1
82,102,1000,135,1
165,92,1000,135,1
160,92,-31885,135,1
1000,176,1000,135,1
1000,83,1000,135,1
1000,78,1000,180,1
1000,78,1000,180,1
1000,68,-31885,180,1
189,77,1000,180,1
118,78,1000,180,1
104,79,0,180,1
91,67,1000,180,1
88,79,1000,180,1
85,72,1000,180,1
85,62,1000,180,1
81,44,1000,180,1
79,48,1000,180,1
74,42,1000,180,1
74,41,1000,180,1
71,38,1000,180,1
205,145,1000,180,1
163,139,1000,135,1
183,141,1000,135,1
134,137,1000,180,1
114,134,1000,180,1
170,121,1000,180,1
172,78,0,180,1
1000,48,1000,180,1
0,44,1000,180,1
1000,49,-31885,135,1
1000,67,0,135,1
164,157,1000,135,1
151,140,1000,180,1
148,132,-31885,180,1
135,135,0,180,1
118,1000,1000,180,1
116,1000,1000,180,1
114,218,1000,180,1
93,70,157,180,1
94,77,158,180,1
94,78,168,180,1
93,68,125,180,1
95,78,162,180,1
94,78,162,180,1
92,79,164,180,1
93,80,162,180,1
90,72,164,180,1
