Left IR,Front IR,Right IR,Angle,Throttle
284,1000,78,90,1
278,263,78,90,1
170,109,88,90,1
1000,105,88,90,1
1000,107,89,90,1
1000,108,91,90,1
1000,109,91,90,1
298,108,90,90,1
1000,109,90,90,1
242,111,87,90,1
1000,110,91,90,1
1000,108,91,90,1
1000,107,91,90,1
1000,109,90,90,1
0,109,92,90,1
1000,110,91,90,1
1000,116,88,90,1
1000,115,89,90,1
254,110,90,90,1
260,105,91,90,1
1000,107,91,90,1
1000,110,91,90,1
1000,108,92,90,1
1000,111,92,90,1
281,107,91,90,1
272,111,91,90,1
1000,112,67,90,1
1000,111,90,90,1
1000,110,90,90,1
1000,116,90,90,1
1000,115,92,90,1
298,112,90,90,1
288,111,89,90,1
237,109,89,90,1
1000,110,90,90,1
1000,110,89,90,1
266,111,90,90,1
263,109,90,90,1
1000,106,91,90,1
1000,110,90,90,1
1000,110,90,90,1
1000,88,92,90,1
1000,105,92,90,1
1000,106,92,90,1
1000,126,89,90,1
1000,110,90,90,1
1000,109,90,90,1
1000,110,91,90,1
235,114,90,90,1
230,115,90,90,1
1000,107,90,90,1
1000,105,89,90,1
1000,88,89,90,1
1000,107,90,90,1
1000,107,90,90,1
1000,111,67,90,1
1000,111,87,90,1
1000,110,89,90,1
1000,108,91,90,1
278,108,89,90,1
269,109,92,90,1
1000,109,89,90,1
1000,117,88,90,1
288,108,88,90,1
0,110,92,90,1
1000,116,92,90,1
1000,116,90,90,1
1000,84,89,90,1
1000,109,91,90,1
1000,88,91,90,1
1000,109,92,90,1
1000,1000,69,90,1
1000,110,92,90,1
1000,108,87,90,1
1000,107,90,90,1
254,82,66,90,1
254,106,89,90,1
1000,109,90,90,1
1000,111,89,90,1
1000,109,89,90,1
252,112,89,90,1
1000,110,92,90,1
1000,113,90,90,1
1000,114,94,90,1
1000,1000,81,90,1
1000,113,94,90,1
1000,112,89,90,1
1000,109,88,90,1
1000,108,90,90,1
1000,109,91,90,1
1000,111,89,90,1
288,111,89,90,1
284,109,89,90,1
181,109,87,90,1
1000,111,91,90,1
1000,111,89,90,1
1000,110,90,90,1
1000,1000,67,90,1
1000,112,93,90,1
1000,110,91,90,1
1000,111,91,90,1
1000,111,88,90,1
244,109,87,90,1
239,108,90,90,1
266,110,89,90,1
1000,106,90,90,1
1000,105,89,90,1
1000,107,92,90,1
1000,107,92,90,1
1000,1000,69,90,1
1000,1000,68,90,1
257,111,90,90,1
1000,114,91,90,1
1000,110,91,90,1
1000,105,92,90,1
1000,109,91,90,1
1000,110,90,90,1
1000,110,93,90,1
218,117,92,90,1
89,1000,1000,90,1
91,137,91,90,1
88,135,92,90,1
88,110,96,90,1
87,118,97,90,1
89,114,95,90,1
91,119,96,90,1
90,121,95,90,1
91,113,98,90,1
88,109,97,90,1
88,110,97,90,1
89,112,95,90,1
90,114,94,90,1
89,110,98,90,1
89,109,93,90,1
88,110,94,90,1
90,113,97,90,1
88,114,94,90,1
85,108,96,90,1
86,110,98,90,1
87,120,96,90,1
89,112,97,90,1
88,1000,1000,90,1
88,110,89,90,1
90,110,98,90,1
88,131,94,90,1
89,110,97,90,1
92,109,95,90,1
90,108,96,90,1
86,123,96,90,1
89,112,96,90,1
89,109,96,90,1
91,110,95,90,1
86,85,97,90,1
88,1000,129,90,1
87,1000,269,90,1
87,1000,136,90,1
88,115,102,90,1
87,114,101,90,1
88,114,98,90,1
87,83,96,90,1
86,114,100,90,1
90,112,98,45,1
88,1000,1000,45,1
90,112,94,45,1
88,115,96,45,1
90,115,95,90,1
91,112,98,90,1
89,115,99,90,1
89,112,99,90,1
90,115,100,90,1
87,89,99,90,1
86,112,95,90,1
89,1000,1000,90,1
88,107,90,90,1
89,107,96,90,1
90,112,98,90,1
90,110,71,90,1
90,110,93,90,1
89,114,94,90,1
89,113,95,90,1
89,111,94,90,1
89,113,96,90,1
90,114,94,90,1
89,109,96,90,1
90,1000,249,90,1
92,108,98,90,1
87,114,93,90,1
85,112,93,90,1
86,112,94,90,1
90,111,97,90,1
89,111,97,90,1
89,109,97,90,1
88,1000,1000,90,1
86,110,96,90,1
89,115,93,90,1
88,117,97,90,1
90,114,95,90,1
89,114,96,90,1
82,112,98,90,1
91,111,96,90,1
87,98,101,90,1
85,114,98,90,1
86,110,71,90,1
88,113,92,90,1
90,1000,1000,90,1
88,1000,1000,90,1
89,1000,291,90,1
84,1000,266,90,1
89,1000,176,90,1
90,1000,284,90,1
88,1000,1000,90,1
89,1000,1000,90,1
92,1000,1000,90,1
89,1000,239,90,1
89,1000,281,90,1
90,1000,104,90,1
86,1000,288,90,1
89,1000,193,90,1
88,1000,183,90,1
89,1000,156,90,1
89,1000,1000,90,1
90,1000,1000,90,1
87,1000,1000,90,1
89,1000,228,90,1
90,1000,1000,90,1
89,1000,1000,90,1
88,1000,1000,90,1
88,1000,1000,90,1
89,1000,81,90,1
90,1000,1000,90,1
88,1000,1000,90,1
88,1000,94,90,1
87,1000,257,90,1
90,1000,269,90,1
88,1000,1000,90,1
89,1000,198,135,1
92,1000,186,135,1
89,1000,224,135,1
90,1000,162,90,1
87,1000,1000,90,1
90,1000,224,90,1
88,1000,249,90,1
88,1000,172,90,1
88,1000,180,90,1
88,1000,135,90,1
89,1000,263,90,1
88,1000,168,90,1
89,1000,158,90,1
