Left IR,Front IR,Right IR,Angle,Throttle
95,226,1000,180,1
107,218,1000,180,1
109,180,1000,180,1
109,218,1000,180,1
111,228,1000,180,1
111,134,1000,180,1
111,146,1000,135,1
98,150,1000,135,1
111,144,1000,135,1
113,214,1000,135,1
113,144,1000,135,1
111,210,1000,135,1
116,147,281,135,1
113,146,1000,135,1
116,145,1000,135,1
119,145,1000,135,1
116,146,1000,135,1
115,144,1000,135,1
116,144,1000,135,1
118,146,1000,135,1
118,145,1000,135,1
118,144,1000,135,1
121,146,1000,135,1
122,143,1000,135,1
124,146,1000,135,1
125,144,1000,135,1
124,146,1000,135,1
122,145,1000,135,1
129,143,1000,135,1
128,145,1000,135,1
127,142,1000,135,1
127,147,1000,135,1
129,142,1000,135,1
134,149,1000,135,1
130,146,1000,135,1
135,145,1000,135,1
135,164,1000,135,1
136,146,1000,135,1
136,146,1000,135,1
135,139,1000,135,1
126,146,1000,135,1
136,143,1000,135,1
141,146,1000,135,1
137,147,1000,135,1
142,148,1000,135,1
140,147,1000,135,1
146,148,1000,135,1
150,149,1000,135,1
155,151,1000,135,1
155,150,1000,135,1
160,152,1000,135,1
164,149,1000,135,1
173,152,1000,135,1
176,135,1000,135,1
200,165,1000,135,1
210,166,1000,135,1
235,173,294,135,1
239,128,1000,135,1
291,126,1000,135,1
278,123,1000,135,1
272,122,1000,135,1
275,107,1000,135,1
263,165,1000,135,1
272,119,1000,135,1
254,119,278,135,1
263,117,1000,135,1
237,116,1000,135,1
224,116,1000,135,1
76,74,1000,135,1
75,73,1000,135,1
71,70,1000,135,1
66,70,1000,135,1
66,65,1000,135,1
43,34,1000,135,1
41,39,1000,135,1
41,39,1000,135,1
35,235,1000,135,1
35,1000,1000,135,1
36,0,1000,135,1
39,1000,1000,135,1
40,1000,1000,135,1
40,1000,1000,135,1
39,1000,1000,135,1
44,1000,1000,135,1
