Left IR,Front IR,Right IR,Angle,Throttle
1000,1000,123,45,1
1000,288,122,45,1
1000,284,119,45,1
1000,275,125,45,1
1000,281,79,45,1
1000,257,118,45,1
1000,275,119,45,1
1000,260,119,45,1
1000,260,123,45,1
1000,257,83,45,1
1000,249,117,45,1
1000,249,119,45,1
1000,252,118,0,1
1000,1000,119,0,1
1000,1000,119,0,1
1000,1000,119,0,1
1000,1000,119,0,1
1000,298,119,0,1
1000,1000,119,0,1
1000,298,119,0,1
1000,1000,119,0,1
1000,1000,121,0,1
1000,1000,122,0,1
1000,1000,122,0,1
1000,1000,123,0,1
1000,1000,121,0,1
1000,0,121,0,1
1000,1000,128,0,1
1000,1000,127,0,1
1000,1000,123,0,1
1000,1000,126,45,1
1000,1000,88,45,1
1000,1000,135,90,1
1000,1000,132,90,1
1000,1000,131,90,1
1000,1000,132,90,1
1000,1000,135,90,1
1000,1000,135,90,1
1000,1000,135,90,1
1000,1000,134,90,1
1000,1000,131,90,1
1000,1000,130,90,1
1000,1000,135,90,1
1000,1000,132,90,1
1000,1000,131,90,1
1000,1000,132,90,1
1000,1000,130,90,1
1000,1000,87,90,1
1000,137,132,0,1
1000,1000,130,45,1
1000,1000,127,45,1
1000,1000,129,45,1
1000,1000,127,45,1
288,1000,135,0,1
1000,1000,137,0,1
1000,1000,138,0,1
1000,110,130,0,1
1000,1000,137,0,1
1000,1000,140,0,1
1000,112,143,0,1
294,116,136,0,1
1000,153,145,0,1
1000,1000,146,0,1
1000,163,138,0,1
1000,1000,142,0,1
1000,198,137,0,1
1000,1000,142,0,1
1000,110,135,0,1
1000,1000,145,0,1
1000,0,133,90,-1
1000,1000,148,90,-1
1000,1000,145,0,1
1000,0,139,0,1
1000,1000,144,0,1
1000,1000,141,0,1
1000,1000,135,90,-1
1000,1000,134,90,-1
1000,1000,137,45,1
1000,1000,133,0,1
1000,1000,121,0,1
1000,117,111,0,1
1000,275,118,0,1
1000,1000,129,90,1
1000,1000,139,90,1
1000,1000,132,45,1
1000,260,82,45,1
1000,1000,141,90,1
1000,1000,142,90,1
1000,1000,139,45,1
1000,1000,136,45,1
1000,1000,167,90,1
1000,1000,172,90,1
1000,1000,180,90,1
1000,1000,176,90,1
1000,1000,175,90,1
1000,1000,179,90,1
1000,1000,186,90,1
1000,1000,180,90,1
1000,1000,183,45,1
1000,1000,177,45,1
1000,123,172,45,1
1000,118,173,45,1
291,117,172,45,1
1000,1000,137,0,1
1000,1000,137,0,1
1000,1000,121,0,1
1000,1000,116,90,1
1000,1000,112,90,1
1000,294,74,90,1
1000,1000,107,90,1
1000,1000,107,90,1
1000,1000,72,90,1
1000,1000,103,90,1
1000,224,103,90,1
1000,1000,104,90,1
1000,1000,106,90,1
1000,1000,69,0,1
1000,1000,99,0,1
1000,1000,94,0,1
1000,1000,96,0,1
1000,1000,95,0,1
1000,1000,94,0,1
1000,1000,64,0,1
1000,138,91,0,1
1000,263,90,0,1
1000,263,88,0,1
1000,254,96,0,1
1000,249,94,0,1
1000,252,98,0,1
1000,159,98,0,1
1000,249,101,90,1
1000,244,102,90,1
1000,155,103,90,1
1000,159,101,90,1
1000,157,99,90,1
1000,249,98,90,1
1000,249,99,90,1
1000,242,135,90,1
1000,252,168,90,1
1000,254,1000,90,1
1000,254,1000,90,1
1000,257,1000,90,1
1000,247,165,90,1
1000,254,1000,90,1
1000,249,1000,90,1
1000,249,1000,90,1
1000,244,1000,90,1
1000,254,1000,90,1
1000,239,1000,90,1
1000,257,1000,90,1
1000,252,298,90,1
1000,239,244,45,1
1000,235,252,45,1
1000,252,230,90,1
1000,254,218,90,1
1000,242,226,90,1
1000,249,198,90,1
1000,252,254,90,1
1000,177,244,90,1
298,252,220,90,1
1000,266,235,90,1
298,257,228,90,1
1000,226,263,90,1
294,235,214,45,1
298,235,109,45,1
294,247,244,45,1
281,239,228,45,1
288,163,210,45,1
272,242,210,45,1
291,239,220,45,1
1000,230,206,45,1
294,230,212,45,1
278,228,222,45,1
294,220,216,45,1
275,214,222,45,1
275,224,216,45,1
291,218,189,45,1
1000,210,218,45,1
288,214,222,45,1
1000,210,203,45,1
291,218,216,45,1
284,210,196,45,1
263,208,190,45,1
275,151,195,45,1
278,201,203,45,1
284,212,200,45,1
272,201,212,45,1
275,200,190,45,1
263,200,186,45,1
272,190,179,45,1
263,146,104,45,1
275,196,166,90,1
278,198,179,90,1
222,154,104,90,1
226,163,107,90,1
272,151,171,90,1
266,184,167,90,1
275,195,180,90,1
263,195,74,90,1
257,189,249,90,1
260,193,192,90,1
269,193,175,90,1
263,147,164,90,1
266,193,98,90,1
252,190,172,90,1
254,205,99,90,1
244,160,129,90,1
232,205,179,180,1
247,200,1000,180,1
239,210,230,180,1
230,212,208,180,1
230,159,110,180,1
252,208,232,180,1
237,208,175,180,1
228,212,239,180,1
228,201,232,180,1
242,201,1000,180,1
228,193,228,180,1
232,189,124,180,1
232,184,203,180,1
228,186,278,180,1
230,176,254,180,1
226,181,167,180,1
235,187,263,180,1
226,187,257,180,1
222,257,1000,180,1
235,249,288,180,1
222,263,138,180,1
224,212,127,180,1
220,249,284,180,1
224,260,141,180,1
222,263,288,180,1
224,180,137,180,1
220,1000,1000,180,1
226,275,1000,180,1
222,1000,275,180,1
210,249,263,180,1
214,242,275,180,1
228,260,1000,180,1
214,260,131,180,1
218,242,275,180,1
205,1000,1000,180,1
201,260,136,180,1
214,1000,288,180,1
216,220,228,180,1
218,1000,288,180,1
214,195,1000,180,1
214,1000,249,180,1
212,1000,298,180,1
210,294,1000,180,1
212,1000,288,180,1
208,239,239,180,1
216,1000,294,180,1
212,1000,1000,180,1
206,1000,281,180,1
210,1000,288,180,1
216,1000,288,180,1
216,1000,278,180,1
220,260,278,180,1
214,1000,294,180,1
216,1000,294,180,1
205,1000,1000,180,1
216,1000,1000,180,1
210,1000,252,180,1
206,1000,294,180,1
216,1000,242,180,1
208,1000,291,180,1
216,1000,278,180,1
216,1000,275,180,1
208,1000,272,180,1
216,1000,275,180,1
206,1000,198,180,1
210,275,235,180,1
208,1000,123,180,1
220,1000,278,180,1
210,1000,263,180,1
220,1000,266,180,1
214,1000,263,180,1
205,1000,128,180,1
210,1000,275,180,1
214,1000,266,180,1
224,1000,272,180,1
226,1000,252,180,1
224,1000,278,180,1
206,1000,242,180,1
222,1000,275,180,1
212,1000,252,180,1
224,1000,252,180,1
228,1000,252,180,1
237,1000,239,180,1
232,1000,228,180,1
210,1000,249,180,1
239,1000,252,90,1
244,1000,249,90,1
235,110,166,90,1
222,145,170,90,1
218,145,167,90,1
214,107,167,90,1
237,114,167,90,1
228,110,168,90,1
237,1000,222,90,1
242,1000,244,90,1
230,109,162,90,1
228,108,166,90,1
242,107,167,90,1
244,105,158,90,1
237,111,166,90,1
242,-31885,237,90,1
226,1000,242,90,1
244,1000,254,90,1
257,1000,239,90,1
257,0,230,90,1
244,1000,244,90,1
281,1000,208,90,1
275,1000,242,90,1
1000,113,183,90,1
1000,1000,190,90,1
1000,114,162,90,1
1000,110,166,90,1
1000,1000,257,90,1
1000,1000,232,90,1
1000,1000,214,90,1
298,1000,242,90,1
252,1000,118,90,1
224,1000,224,90,1
148,1000,118,90,1
132,1000,220,90,1
127,1000,235,90,1
126,1000,247,90,1
133,1000,212,90,1
125,1000,247,90,1
131,1000,226,90,1
130,112,173,90,1
125,1000,216,90,1
129,1000,212,90,1
118,1000,230,90,1
117,1000,173,90,1
111,1000,216,90,1
108,1000,164,90,1
107,1000,242,135,1
106,1000,214,135,1
105,1000,226,135,1
104,1000,228,135,1
104,1000,220,135,1
104,1000,237,135,1
100,122,166,135,1
103,122,165,135,1
103,91,171,135,1
103,115,164,135,1
100,1000,212,135,1
100,1000,232,135,1
97,1000,239,135,1
96,1000,230,135,1
100,1000,252,135,1
103,152,165,135,1
152,1000,226,135,1
152,1000,173,135,1
214,1000,235,135,1
226,1000,208,135,1
230,1000,228,135,1
232,0,242,135,1
247,1000,237,135,1
228,1000,232,135,1
220,1000,237,135,1
220,1000,115,135,1
210,1000,230,135,1
216,1000,230,135,1
205,1000,228,135,1
212,1000,220,135,1
212,1000,224,135,1
212,1000,224,135,1
210,1000,242,135,1
220,1000,230,135,1
220,1000,228,135,1
212,1000,222,135,1
196,1000,230,135,1
216,1000,216,135,1
216,1000,203,135,1
206,111,165,135,1
203,1000,218,135,1
206,1000,212,135,1
203,226,226,135,1
196,1000,157,135,1
205,165,208,135,1
203,1000,226,135,1
210,1000,216,135,1
198,1000,224,135,1
205,109,164,135,1
