Left IR,Front IR,Right IR,Angle,Throttle
1000,218,252,90,1
1000,205,254,90,1
1000,190,278,90,1
1000,176,247,90,1
1000,177,228,90,1
1000,193,239,90,1
1000,186,228,90,1
1000,179,237,90,1
1000,171,228,90,1
1000,170,126,90,1
1000,170,247,90,1
1000,159,247,180,1
1000,150,244,180,1
1000,101,146,180,1
1000,98,153,180,1
1000,96,153,180,1
1000,69,260,90,-1
1000,69,272,90,-1
1000,90,216,90,-1
1000,104,278,90,-1
1000,109,269,90,-1
1000,160,257,90,-1
1000,171,247,135,1
1000,1000,196,135,1
1000,205,235,180,1
1000,148,239,180,1
1000,102,166,180,1
1000,102,162,180,1
1000,175,254,180,1
1000,192,184,180,1
1000,1000,254,180,1
1000,1000,257,180,1
1000,1000,179,180,1
1000,1000,200,180,1
1000,1000,189,180,1
1000,1000,193,180,1
1000,1000,193,180,1
200,1000,157,180,1
1000,1000,198,180,1
1000,1000,186,180,1
1000,1000,196,180,1
1000,1000,205,180,1
1000,1000,186,180,1
1000,1000,195,180,1
1000,1000,205,180,1
1000,1000,187,180,1
1000,1000,220,180,1
239,1000,228,180,1
192,1000,212,180,1
281,1000,208,180,1
275,1000,198,180,1
1000,1000,180,180,1
1000,1000,218,180,1
1000,1000,220,180,1
1000,1000,218,180,1
0,1000,196,180,1
1000,1000,205,180,1
1000,1000,205,180,1
-31885,1000,205,180,1
1000,228,140,180,1
0,1000,198,180,1
1000,1000,189,180,1
0,1000,172,180,1
-31885,1000,175,180,1
-31885,1000,154,180,1
1000,1000,146,180,1
1000,1000,119,180,1
1000,1000,121,180,1
0,1000,76,180,1
1000,1000,107,180,1
1000,1000,72,180,1
1000,1000,98,180,1
1000,1000,94,180,1
-31885,1000,96,180,1
1000,1000,93,180,1
1000,1000,94,180,1
1000,1000,69,180,1
-31885,1000,94,180,1
1000,1000,66,180,1
-31885,168,92,180,1
1000,1000,91,90,1
1000,1000,94,90,1
1000,1000,95,90,1
1000,1000,96,90,1
1000,1000,108,90,1
1000,1000,96,90,1
1000,1000,96,90,1
1000,186,93,90,1
1000,1000,69,90,1
1000,1000,96,90,1
1000,1000,93,90,1
1000,1000,95,90,1
1000,1000,98,90,1
1000,1000,93,90,1
153,1000,70,90,1
149,1000,96,90,1
76,1000,70,90,1
76,1000,99,90,1
77,1000,96,90,1
76,1000,94,90,1
73,1000,94,90,1
72,193,94,90,1
72,1000,96,90,1
72,1000,94,90,1
70,1000,96,90,1
71,1000,94,90,1
69,1000,94,90,1
69,1000,96,90,1
68,1000,98,90,1
68,1000,94,90,1
67,1000,96,90,1
67,1000,96,90,1
67,1000,99,90,1
67,203,95,90,1
67,1000,94,90,1
66,1000,94,90,1
66,1000,100,90,1
66,1000,96,90,1
67,1000,97,90,1
65,1000,95,90,1
64,1000,99,90,1
65,1000,97,90,1
64,1000,98,90,1
64,1000,94,90,1
63,1000,99,90,1
62,1000,96,90,1
61,1000,94,90,1
60,298,71,90,1
56,1000,99,90,1
56,1000,99,90,1
46,1000,96,90,1
45,1000,96,90,1
42,1000,96,90,1
41,1000,99,90,1
40,1000,96,90,1
40,1000,94,90,1
39,1000,96,90,1
39,1000,96,90,1
39,1000,96,90,1
39,1000,96,90,1
38,1000,103,90,1
39,1000,69,90,1
37,1000,96,90,1
53,206,96,90,1
39,1000,94,90,1
38,1000,98,90,1
45,1000,96,90,1
47,1000,94,90,1
61,1000,98,90,1
63,1000,96,90,1
80,1000,96,90,1
88,249,98,90,1
1000,1000,97,90,1
249,1000,102,90,1
1000,1000,96,90,1
1000,1000,94,90,1
-31885,1000,96,90,1
1000,1000,96,90,1
1000,1000,72,90,1
1000,1000,96,90,1
1000,1000,94,90,1
1000,1000,98,90,1
1000,254,98,90,1
1000,1000,94,90,1
1000,1000,94,90,1
1000,1000,93,90,1
1000,1000,69,90,1
1000,269,96,90,1
1000,1000,96,90,1
1000,1000,95,90,1
1000,1000,97,90,1
0,1000,93,90,1
1000,1000,96,90,1
1000,1000,71,90,1
1000,1000,97,90,1
1000,1000,93,90,1
1000,1000,96,90,1
1000,1000,96,90,1
1000,1000,94,90,1
1000,260,94,90,1
1000,1000,94,90,1
1000,1000,94,90,1
1000,1000,94,90,1
1000,1000,95,90,1
1000,1000,96,90,1
1000,1000,69,90,1
1000,1000,96,90,1
1000,1000,94,90,1
1000,1000,99,90,1
1000,1000,94,90,1
1000,1000,94,90,1
1000,1000,94,90,1
1000,1000,96,90,1
0,1000,92,90,1
1000,1000,94,90,1
1000,1000,94,90,1
1000,1000,70,90,1
1000,1000,68,90,1
1000,1000,96,90,1
1000,1000,94,90,1
1000,1000,98,90,1
1000,1000,94,90,1
1000,1000,69,90,1
1000,1000,100,90,1
1000,1000,101,90,1
1000,1000,102,90,1
1000,1000,122,90,1
1000,1000,124,90,1
1000,1000,131,90,1
1000,203,149,90,1
1000,1000,155,90,1
1000,1000,172,90,1
1000,298,167,90,1
1000,1000,155,90,1
1000,284,167,90,1
1000,1000,175,90,1
1000,1000,177,90,1
1000,288,172,90,1
1000,1000,192,90,1
1000,1000,111,90,1
1000,294,173,90,1
1000,298,170,90,1
1000,278,190,90,1
1000,275,110,90,1
1000,281,101,90,1
1000,222,162,90,1
1000,224,142,90,1
1000,206,94,90,1
1000,284,192,90,1
1000,269,186,90,1
1000,269,195,90,1
1000,190,189,90,1
1000,266,106,90,1
1000,254,167,90,1
1000,260,203,90,1
1000,257,141,90,1
1000,244,198,90,1
1000,249,192,90,1
1000,260,189,0,1
1000,254,179,0,1
1000,252,189,0,1
1000,242,186,0,1
1000,247,196,0,1
1000,242,186,0,1
1000,247,184,0,1
1000,242,186,0,1
0,260,186,0,1
1000,254,112,0,1
1000,257,184,0,1
1000,257,177,0,1
1000,179,180,0,1
1000,257,177,0,1
1000,165,109,0,1
208,244,163,0,1
1000,177,177,0,1
1000,257,172,0,1
-31885,269,167,0,1
1000,288,167,0,1
1000,1000,157,0,1
1000,298,158,0,1
-31885,1000,163,0,1
1000,214,165,0,1
1000,1000,155,0,1
1000,257,157,0,1
1000,1000,151,0,1
123,195,139,0,1
1000,237,151,0,1
1000,208,148,0,1
1000,1000,146,0,1
1000,263,148,0,1
1000,1000,143,0,1
183,196,95,0,1
249,1000,144,0,1
249,1000,147,0,1
1000,1000,147,0,1
1000,1000,141,0,1
1000,1000,144,0,1
1000,1000,154,0,1
1000,1000,144,0,1
1000,220,143,0,1
1000,1000,148,0,1
1000,1000,146,0,1
1000,1000,143,0,1
1000,1000,149,0,1
1000,1000,143,0,1
284,1000,145,0,1
1000,1000,148,0,1
1000,200,137,0,1
1000,1000,154,0,1
1000,1000,136,0,1
1000,121,139,0,1
1000,107,151,0,1
244,107,143,0,1
1000,107,94,0,1
1000,107,152,0,1
218,86,148,0,1
1000,109,151,0,1
1000,126,151,0,1
1000,127,154,0,1
1000,109,148,0,1
284,141,102,0,1
288,141,156,0,1
242,165,157,0,1
263,163,157,0,1
232,173,160,90,1
272,171,100,90,1
291,160,163,90,1
1000,151,162,90,1
1000,129,163,90,1
1000,125,163,90,1
1000,124,156,90,1
1000,129,154,90,1
1000,123,159,90,1
1000,123,158,90,1
1000,123,156,90,1
1000,125,162,90,1
1000,124,157,90,1
1000,129,153,90,1
1000,119,156,90,1
1000,122,156,90,1
1000,115,157,90,1
1000,119,156,90,1
1000,118,163,90,1
1000,123,155,90,1
1000,122,103,90,1
1000,104,166,90,1
1000,121,156,90,1
1000,125,164,90,1
1000,126,102,90,1
1000,126,162,90,1
1000,127,163,0,1
1000,99,154,0,1
1000,134,147,0,1
1000,135,96,0,1
1000,145,140,0,1
1000,144,145,0,1
1000,121,142,0,1
1000,158,146,0,1
1000,180,143,0,1
1000,173,139,0,1
1000,1000,151,0,1
1000,1000,152,0,1
1000,1000,158,0,1
1000,-31885,121,0,1
1000,1000,159,0,1
284,1000,157,0,1
247,1000,165,0,1
257,1000,158,0,1
239,1000,171,0,1
237,1000,167,0,1
212,1000,168,0,1
218,1000,183,0,1
203,1000,173,45,1
214,1000,172,45,1
205,1000,179,0,1
203,1000,171,0,1
201,1000,177,0,1
203,-31885,179,0,1
203,1000,176,0,1
196,1000,187,0,1
203,1000,180,0,1
203,1000,110,0,1
203,1000,113,0,1
195,1000,183,0,1
187,1000,184,0,1
183,1000,184,0,1
164,1000,189,0,1
160,1000,196,0,1
122,1000,206,0,1
124,0,203,0,1
133,1000,212,0,1
132,1000,214,0,1
139,0,205,0,1
139,1000,119,0,1
160,1000,226,0,1
171,0,125,0,1
1000,1000,222,0,1
1000,0,232,0,1
1000,1000,237,0,1
1000,94,143,0,1
1000,1000,235,0,1
1000,1000,244,0,1
1000,1000,244,0,1
1000,1000,239,0,1
1000,1000,275,0,1
1000,1000,145,0,1
1000,1000,232,0,1
