Left IR,Front IR,Right IR,Angle,Throttle
1000,1000,1000,90,1
1000,183,96,90,1
0,183,96,90,1
1000,187,98,90,1
1000,196,96,90,1
1000,190,98,90,1
1000,179,96,90,1
1000,218,96,90,1
1000,210,98,90,1
1000,203,94,90,1
1000,198,94,90,1
1000,216,94,90,1
1000,206,97,90,1
1000,208,96,90,1
1000,222,102,90,1
1000,214,102,90,1
1000,210,94,90,1
1000,226,96,90,1
266,198,98,90,1
163,218,94,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
0,1000,1000,90,1
1000,1000,1000,90,1
146,226,111,90,1
147,153,94,90,1
147,218,99,0,1
1000,1000,1000,0,1
1000,247,105,0,1
1000,193,99,0,1
1000,205,101,0,1
1000,218,91,0,1
1000,152,102,0,1
1000,200,102,0,1
1000,198,85,0,1
1000,226,103,0,1
1000,218,104,0,1
1000,230,100,0,1
1000,193,106,0,1
1000,175,105,0,1
1000,142,97,0,1
1000,117,88,0,1
1000,107,95,0,1
1000,87,102,0,1
1000,102,104,0,1
1000,107,121,0,1
1000,125,1000,0,1
1000,160,216,0,1
1000,179,254,0,1
1000,184,206,0,1
1000,218,122,0,1
1000,235,187,0,1
1000,1000,97,0,1
1000,1000,102,0,1
1000,1000,200,0,1
1000,1000,237,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,239,0,1
1000,1000,257,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,0,1
1000,1000,1000,45,1
1000,1000,1000,45,1
1000,1000,1000,45,1
1000,1000,1000,45,1
1000,1000,1000,45,1
1000,1000,1000,45,1
1000,1000,1000,45,1
0,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
0,242,1000,90,1
1000,1000,1000,90,1
1000,1000,196,90,1
1000,1000,242,90,1
1000,1000,257,90,1
1000,1000,173,90,1
0,1000,206,90,1
1000,1000,205,90,1
1000,244,257,90,1
1000,1000,278,90,1
1000,1000,260,90,1
1000,1000,263,45,1
1000,1000,288,45,1
1000,105,168,0,1
181,109,170,0,1
179,87,173,0,1
1000,110,175,0,1
1000,110,175,0,1
1000,107,186,0,1
1000,107,183,45,1
126,1000,228,0,1
129,1000,160,0,1
151,1000,175,0,1
127,1000,165,0,1
113,1000,137,0,1
112,1000,143,0,1
110,1000,125,0,1
175,1000,108,0,1
110,1000,123,45,1
109,1000,127,90,1
107,1000,118,90,1
101,1000,116,90,1
126,1000,116,90,1
112,1000,109,90,1
140,1000,103,90,1
220,127,99,90,1
167,1000,91,90,1
171,1000,89,90,1
200,1000,72,90,1
198,1000,78,90,1
184,1000,68,90,1
203,1000,69,90,1
224,1000,70,90,1
224,1000,70,90,1
198,1000,69,90,1
1000,1000,70,90,1
210,1000,70,90,1
232,1000,71,90,1
275,1000,75,90,1
1000,1000,77,90,1
242,1000,87,90,1
1000,1000,89,90,1
1000,1000,1000,90,1
1000,-31885,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,184,1000,90,1
1000,144,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,-31885,1000,90,1
1000,1000,1000,90,1
1000,1000,235,90,1
1000,1000,187,90,1
1000,1000,149,90,1
1000,1000,98,90,1
0,1000,82,90,1
1000,1000,79,90,1
1000,1000,76,90,1
1000,1000,74,90,1
1000,1000,75,90,1
1000,1000,76,90,1
1000,1000,76,90,1
1000,1000,71,90,1
1000,1000,66,90,1
0,1000,66,90,1
1000,235,71,90,1
1000,128,75,90,1
1000,1000,62,90,1
1000,1000,63,90,1
1000,1000,64,90,1
1000,1000,66,90,1
1000,1000,65,90,1
1000,1000,66,90,1
1000,1000,69,90,1
1000,230,87,90,1
0,1000,72,90,1
1000,1000,80,90,1
1000,1000,99,90,1
1000,1000,113,90,1
1000,195,133,90,1
1000,1000,140,90,1
1000,1000,143,90,1
1000,1000,141,90,1
1000,1000,138,90,1
0,1000,141,90,1
1000,1000,133,90,1
1000,0,133,90,1
1000,1000,136,90,1
1000,1000,135,90,1
1000,1000,133,90,1
1000,1000,132,90,1
1000,1000,108,90,1
1000,1000,108,90,1
1000,1000,129,90,1
1000,1000,132,90,1
1000,1000,129,90,1
1000,1000,129,90,1
1000,1000,129,90,1
1000,1000,127,90,1
1000,1000,127,90,1
1000,1000,125,90,1
1000,1000,126,90,1
1000,1000,102,90,1
1000,1000,130,90,1
1000,260,124,90,1
1000,1000,125,90,1
1000,1000,129,90,1
1000,-31885,121,90,1
239,1000,118,90,1
291,114,119,90,1
1000,114,123,90,1
1000,198,114,90,1
1000,1000,121,90,1
1000,281,97,90,1
1000,1000,118,90,1
1000,1000,117,90,1
1000,1000,116,90,1
1000,1000,118,90,1
1000,1000,114,90,1
1000,1000,111,90,1
278,108,110,90,1
275,1000,111,90,1
1000,1000,113,90,1
1000,1000,109,90,1
1000,1000,110,90,1
1000,1000,105,90,1
1000,1000,104,90,1
1000,1000,100,90,1
1000,1000,99,90,1
1000,1000,101,90,1
1000,1000,84,90,1
1000,1000,82,90,1
1000,1000,95,90,1
1000,1000,94,90,1
1000,1000,93,90,1
1000,0,79,90,1
1000,1000,90,90,1
1000,1000,91,90,1
1000,1000,75,90,1
1000,1000,90,90,1
0,1000,90,90,1
1000,1000,89,90,1
1000,1000,88,90,1
1000,1000,87,90,1
1000,1000,88,90,1
1000,1000,89,90,1
1000,1000,89,90,1
1000,1000,88,0,1
1000,1000,87,0,1
1000,1000,75,0,1
1000,1000,87,0,1
1000,1000,88,0,1
1000,0,76,0,1
1000,1000,89,0,1
1000,1000,77,0,1
1000,1000,93,0,1
288,109,96,0,1
1000,1000,99,90,1
1000,235,101,90,1
1000,237,100,90,1
1000,1000,83,90,1
1000,1000,95,90,1
1000,140,96,90,1
1000,281,98,90,1
1000,1000,96,90,1
1000,1000,96,90,1
1000,1000,95,90,1
1000,1000,98,90,1
1000,163,84,90,1
1000,1000,97,90,1
1000,198,102,90,1
1000,281,100,90,1
1000,252,102,90,1
1000,1000,85,90,1
1000,1000,86,90,1
1000,1000,105,90,1
1000,168,89,90,1
1000,135,110,90,1
1000,108,119,90,1
1000,214,139,90,1
1000,244,165,90,1
1000,1000,166,90,1
