Left IR,Front IR,Right IR,Angle,Throttle
1000,1000,1000,90,1
1000,1000,291,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,278,90,1
1000,1000,158,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,298,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,0,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,138,220,90,1
1000,1000,1000,90,1
1000,135,164,90,1
1000,1000,1000,90,1
1000,1000,159,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,159,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,298,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,272,90,1
1000,1000,1000,90,1
1000,0,1000,90,1
1000,1000,1000,90,1
1000,1000,298,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
275,111,226,90,1
1000,112,168,90,1
1000,133,167,90,1
1000,133,168,90,1
1000,115,170,90,1
1000,1000,151,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
254,-31885,239,90,1
1000,1000,162,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,160,90,1
1000,-31885,1000,90,1
1000,-31885,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,-31885,272,90,1
1000,222,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,298,90,1
1000,-31885,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,294,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,-31885,1000,90,1
1000,-31885,1000,90,1
1000,-31885,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,294,90,1
1000,1000,281,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,298,90,1
1000,0,275,90,1
1000,269,158,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,155,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,278,90,1
1000,1000,1000,90,1
239,156,163,90,1
1000,281,284,90,1
1000,281,1000,90,1
1000,1000,269,90,1
252,141,159,90,1
1000,1000,228,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,278,90,1
1000,115,166,90,1
272,143,177,90,1
1000,131,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,119,177,90,1
1000,0,284,90,1
1000,115,176,90,1
