Left IR,Front IR,Right IR,Angle,Throttle
1000,214,1000,90,1
1000,171,102,90,1
1000,175,82,90,1
1000,181,99,90,1
1000,180,98,90,1
1000,173,99,90,1
1000,172,100,90,1
1000,196,82,90,1
1000,195,99,90,1
1000,179,99,90,1
1000,166,84,90,1
1000,180,100,90,1
1000,176,101,90,1
1000,132,103,90,1
1000,226,103,90,1
1000,222,89,90,1
1000,195,99,90,1
1000,181,99,90,1
1000,239,1000,90,1
1000,201,101,90,1
1000,201,98,90,1
1000,186,99,90,1
1000,141,110,90,1
1000,195,99,90,1
1000,198,100,90,1
1000,181,101,90,1
1000,193,97,90,1
1000,192,98,90,1
1000,212,96,90,1
1000,208,98,90,1
1000,212,82,90,1
1000,203,99,90,1
1000,142,99,90,1
1000,195,100,90,1
1000,192,100,90,1
1000,186,99,90,1
1000,1000,1000,90,1
1000,179,91,90,1
1000,189,99,90,1
1000,189,98,90,1
1000,184,100,90,1
1000,210,129,90,1
1000,192,100,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,237,90,1
1000,1000,294,90,1
1000,1000,1000,90,1
1000,230,288,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
1000,125,1000,90,1
1000,1000,1000,90,1
1000,142,284,90,1
1000,1000,1000,90,1
1000,1000,1000,90,1
